id,name,shortName,abbreviation,teamType,location,website,parentLeague,establishedDate,disbandedDate,genus,domain
"63224"," Easo Avengers Roller Derby"," Easo Avengers","EASO","Travel Team","Donostia-San Sebastián, Spain","https://www.facebook.com/easoavengers/","","","","Womens","Europe"
"88787"," Les Marto-Killeuses Roller Derby","Marto-Killeuses","MKRD","Travel Team","Uzès, France","https://www.facebook.com/lesmartokilleuses30/?fref=ts","","","","Womens","Europe"
"99917"," Test Pilots","","","Exhibition Team","","","53593","2017-03-01","","Coed","Europe"
"23441","10th Mountain Roller Dolls","10th Mtn.","10TH","Travel Team","Eagle, CO","http://www.10thmountainrollerdolls.com/","","2011-05-01","","Womens","USA"
"76336","10th Mountain Troopers","","","B Team","","","23441","2016-03-01","","Womens","USA"
"21146","12 Gauge Rage","","","Home Team","","","3470","","2015-01-11","Womens","USA"
"56216","120 Segundos","120 Segundos","120S","Travel Team","Chile","https://www.facebook.com/120segundosrd/info","","2014-03-11","2015-11-12","Mens","South America"
"25016","2x4 Roller Derby","2x4","2X4","Travel Team","Buenos Aires, Buenos Aires, Argentina","http://www.2x4rollerderby.com.ar/","","2010-01-01","","Womens","South America"
"61170","301 Derby Dames","301 Derby","301DD","Travel Team","Southern Maryland, MD","http://www.301derbydames.com/","","","","Womens","USA"
"17609","306th Bombshell Battalion","","","Home Team","","","9830","2012-07-01","","Womens","Canada"
"25832","4 Corners Rollergirls","4 Corners","4CRG","Travel Team","Cortez, CO","https://www.facebook.com/4CornersRollerGirls/info","","2011-04-10","2015-07-01","Womens","USA"
"21560","5-H8-5s","","","Home Team","","","5919","","2015-01-01","Womens","USA"
"11463","519ers","","","Home Team","","http://bordercitybrawlers.com/519ers/","10009","","2014-08-11","Womens","Canada"
"52864","575 Roller Derby","575 Roughnecks","575","Travel Team","Hobbs, NM","https://www.facebook.com/575rollerbabes","","2011-07-01","2017-04-02","Womens","USA"
"8607","580 Rollergirls","580","580RG","Travel Team","Lawton, OK","http://580rollergirls.com/","","2010-01-01","","Womens","USA"
"9798","709 Derby Girls","709 Derby Girls","709","Travel Team","St. John's, NL, Canada","http://709derbygirls.com","","2009-06-01","2014-06-09","Womens","Canada"
"26100","7even Hills City Rollers","7even Hills","7HR","Travel Team","Lisbon, Portugal","http://www.facebook.com/7evenHillsCityRollers","","","","Womens","Europe"
"9595","8 Queen Wheelers","","","Home Team","","http://www.foxcityzfoxz.com/8queenwheelers.html","3640","","2015-01-01","Womens","USA"
"99961","920 Honeys","","","B Team","","","3640","","","Womens","USA"
"107216","A Todo Roller Derby","","ATR","Exhibition Team","","","","","","Womens","South America"
"21476","A'Salt Creek B Team","","","B Team","","","20988","","2012-01-01","Womens","USA"
"20988","A'Salt Creek Roller Girls","A'Salt Creek","ACRG","Travel Team","Casper, WY","http://asaltcreekrollergirls.com/","","2009-11-04","","Womens","USA"
"13204","A-Stars B Team","","","B Team","","http://torontorollerderby.com/baystreetbruisers.php","4739","","","Womens","Canada"
"12251","A-Town Asylum","","","Home Team","","http://www.centralcoastrollerderby.com/team.php?id=1","3463","","2015-12-09","Womens","USA"
"45846","A-Town Roller Derby","A-Town","ATRD","Travel Team","Anderson, IN","https://www.facebook.com/pages/A-Town-Roller-Derby/246591828821294?id=246591828821294&sk=info","","2013-09-03","","Womens","USA"
"25383","A-Town Roller Girlz","A-Town","ATRG","Travel Team","Aberdeen, SD","https://www.facebook.com/pages/A-Town-Roller-Girlz/136130006457934?sk=info","","2011-03-01","","Womens","USA"
"6700","AAA","","","B Team","","","3452","","","Womens","USA"
"36855","Aalborg Roller Derby","Aalborg","ARD","Travel Team","Aalborg, Denmark","http://aalborgrollerderby.dk","","","","Womens","Europe"
"17977","Aarhus Derby Danes","Aarhus","ADD","Travel Team","Aarhus, Denmark","http://aarhusderbydanes.com/","","","","Womens","Europe"
"40601","Aarhus Rollin' Menace","Aarhus Menace","ARM","Travel Team","Aarhus, Denmark","https://www.facebook.com/MerbyAarhus","","","2015-09-01","Mens","Europe"
"11371","Abilene Roller Derby","Abilene","ARD","Travel Team","Abilene, TX","http://www.facebook.com/rollerderbyabilene","","2010-05-01","","Womens","USA"
"51512","Åbo B-ajs","","","B Team","","","18439","2014-01-01","","Womens","Europe"
"88780","Abu Dhabi Roller Derby","Abu Dhabi","ADRD","Travel Team","Abu Dhabi, United Arab Emirates","https://www.facebook.com/Abu-Dhabi-Roller-Derby-153725484785780/","","2012-11-01","","Womens","Europe"
"8003","Acadiana Roller Derby","Acadiana","ARG","Travel Team","Lafayette, LA","http://www.goodtimesrollers.org/","","2010-01-01","","Womens","USA"
"29781","Ace Invaders","","","B Team","","","23426","","2018-03-06","Womens","Australia"
"106607","Aces of Pain","","","B Team","","","20662","","","Coed","Europe"
"39957","ACR Stingers","ACR Stingers","ACRS","Travel Team","Lake City and Gainesville, FL","http://www.acrderby.org/stingers/","","2012-03-01","2014-09-29","Junior","USA"
"14248","Adelaide Roller Derby","Adeladies","ADRD","Travel Team","Adelaide, SA, Australia","http://adelaiderollerderby.com.au/teams/","","2007-01-01","","Womens","Australia"
"89395","Adriatic Roller Derby League","Seasters","ARDL","Travel Team","Italy","https://www.facebook.com/Seasters-Adriatic-Roller-Derby-League-1812248945730175/","","2017-01-16","","Womens","Europe"
"67731","Adventure Coast Star Stompers Roller Derby","Adventure Coast","ACSS","Travel Team","Coos Bay, OR","","","","","Womens","USA"
"21187","After Shocks","","","Home Team","","","4292","","2013-01-01","Womens","USA"
"24615","Aftershockers","","","B Team","","","23498","","2011-01-01","Womens","USA"
"74667","Aftershocks","","","B Team","","","24211","","","Womens","USA"
"87423","Aftershocks Roller Rebels","Aftershocks","ARR","Travel Team","Marysville WA","https://www.facebook.com/AftershocksRebels15/","","","","Womens","USA"
"110946","AGEC Roller Derby","AGEC","AGEC","Travel Team","Córdoba, Argentina","https://www.facebook.com/AGEC-Roller-Derby-628845400926855/","","2019-06-26","","Womens","South America"
"103712","Aguamalas Roller Derby","Aguamalas","ARD","Travel Team","La Paz, Baja California, Mexico","https://www.facebook.com/lapazrd/","","2015-06-20","","Womens","South America"
"51234","Air Raid Roller Girls","Air Raid","ARRG","Travel Team","Hillsboro, OR","http://airraidrollergirls.weebly.com/","","2013-08-15","","Womens","USA"
"34008","Aire Force 1","Aire Force","AF1","Travel Team","Leeds, UK","http://www.aireforceone.co.uk/#/","","","2016-12-31","Mens","Europe"
"45296","Airlie Beach Trash Bags","Airlie","ABTB","Travel Team","Airlie Beach, QLD, Australia","https://www.facebook.com/AirlieBeachTrashbags/info","","2012-08-01","2015-12-31","Womens","Australia"
"94470","AK Rowdy Rollers","","","B Team","","","3636","2017-01-01","","Womens","USA"
"96136","Akelarre Roller Derby","Akelarre","ARD","Travel Team","Mexico City, Mexico","","","2016-08-01","","Womens","South America"
"3636","Akron Roller Derby","Akron","ARD","Travel Team","Akron, OH","http://www.akronrollerderby.net","","","","Womens","USA"
"98983","AL-pakka","","","Exhibition Team","","","8114","","","Womens","Europe"
"39012","Alamo City Derby Crew","Alamo City Junior","ACDCJR","Travel Team","San Antonio, TX","http://www.alamocityderby.com/","","2012-09-01","","Junior","USA"
"3422","Alamo City Rollergirls","Alamo City","ACRG","Travel Team","San Antonio, TX","http://www.alamocityrollergirls.com/","","","","Womens","USA"
"34445","Alamogordo Derbal Remedy","Alamogordo","ADR","Travel Team","Alamogordo, NM","https://www.facebook.com/pages/Derbal-Remedy/401088019965671","","","","Womens","USA"
"9248","Albany All Stars Roller Derby","Albany","AASRD","Travel Team","Albany, NY","http://www.albanyallstars.com/","","2006-01-01","","Womens","USA"
"85570","Albany Roller Derby League","Albany Roller Derby","ARDL","Travel Team","Albany, Western Australia","https://www.facebook.com/albanyrollerderby/?fref=ts","","","","Womens","Australia"
"17347","Alberni Valley Roller Girls Society","Alberni Valley","AVRGS","Travel Team","Port Alberni, BC, Canada","http://www.albernivalleyrollergirls.com/","","2011-04-01","2014-05-05","Womens","Canada"
"68293","Albuquerque Roller Derby (CoEd)"," Albuquerque Roller Derby(CoEd)"," ABQRD(C)","Travel Team"," Albuquerque, NM","","","2015-01-01","2015-12-31","Coed","USA"
"61086","Albuquerque Roller Derby (Womens)"," Albuquerque Roller Derby(W)"," ABQRD(W)","Travel Team"," Albuquerque, NM","","","2015-01-01","","Womens","USA"
"29625","Alès Roller Derby","Alès","ARD","Travel Team","Alès, France","http://www.facebook.com/pages/Al%C3%A8s-Roller-Derby-Les-Broyeuses-de-Chair/148266621931946","","","2017-10-29","Womens","Europe"
"44776","Alianza Rebelde Roller Derby","Alianza Rebelde","ARRD","Travel Team","La Plata, Buenos Aires, Argentina","https://www.facebook.com/AlianzaRebeldeRD/","","2012-01-01","","Womens","South America"
"20652","Alicante Roller Derby","Alicante","ARD","Travel Team","Alicante, Spain","http://www.facebook.com/pages/Alicante-Roller-Derby-BRG-Brutal-Roller-Girls/190972087606354","","","","Womens","Europe"
"9884","Alice Capones","","","Home Team","","","8849","","2015-04-01","Womens","Canada"
"58070","All American Roller Derby Team","All American","AARD","Travel Team","","","","","","Junior","USA"
"88274","All Blacks Men's Roller Derby","All Blacks","ABMRD","Travel Team","Mexico","https://www.facebook.com/allblacksrd/","","","","Mens","South America"
"9084","All City Rollers","All City","ACRD","Travel Team","Lake City, FL","http://www.acrderby.org/","","","","Womens","USA"
"94512","All Star Provincial","","","Exhibition Team","","","","","","Womens","South America"
"7728","All Star Reserves","","","B Team","","http://auldreekierollerderby.com/teams/allstarreserves/","5912","","","Womens","Europe"
"79213","All Star Rookies","","","B Team","","http://auldreekierollerderby.com/teams/all-star-rookies/","5912","2016-01-01","","Womens","Europe"
"60216","All-Blacks Roller Derby","All-Blacks","ABRD","Travel Team","Mexico City, Department Federal, Mexico","https://www.facebook.com/ligaallblacks/","","","","Womens","South America"
"52283","All-Stars South","","","Exhibition Team","","","","2014-03-29","2014-03-30","Junior","USA"
"10144","All-Stripes","","","B Team","","","3430","","2010-06-01","Womens","USA"
"67565","Allegheny River Rats","","","B Team","","","8731","2015-06-30","2015-12-31","Womens","USA"
"17032","Alley Kats","","","Home Team","","http://www.qcrg.net/people/alley-kats/","3641","","","Womens","USA"
"44685","Alliston Junior Roller Derby","Alliston Jr.","AJRD","Travel Team","Alliston, ON, Canada","http://www.allistonjuniorrollerderby.ca/","","2012-04-01","2015-08-01","Junior","Canada"
"25547","Aloha City Rollers","Aloha City","ACR","Travel Team","Kapolei, HI","http://www.alohacityrollers.com/","","2011-10-23","2018-01-01","Womens","USA"
"19177","Alp'n Rockets Roller Derby","Alp'n Rockets","ARRD","Travel Team","Bolzano, Italy","http://www.facebook.com/AlpnRockets","","","","Womens","Europe"
"28440","Alpen Allianz","","","Exhibition Team","","","","2013-03-08","2017-11-01","Womens","Europe"
"8110","Alpha Betties","","","Home Team","","http://www.mcleancountymissfits.org/alphabetties.html","8109","","2012-01-01","Womens","USA"
"13850","Alter Egos","","","B Team","","","8048","","2017-12-31","Womens","USA"
"56161","Amazonas Roller Derby","Amazonas","ARD","Travel Team","Guadalajara, Jalisco, Mexico","https://www.facebook.com/amazonas.rollerderby/info","","2011-10-09","","Womens","South America"
"95173","Ambulatory Derbyteam","Ambulatory","ADT","Travel Team","Neuquén, Argentina","https://www.facebook.com/profile.php?id=100009138402169","","2015-02-15","","Womens","South America"
"79393","American Revolution Roller Derby","American Revolution","ARRD","Travel Team","Virginia Beach, VA","","","2015-10-01","2016-12-31","Womens","USA"
"60314","Ames Roller Derby Association","Ames","ARDA","Travel Team","Ames, IA","http://www.amesrda.com/","","2013-06-04","","Womens","USA"
"20638","Amiens Roller Derby","Rolling Candies","ARD","Travel Team","Amiens, France","http://therollingcandies.wixsite.com/therollingcandies","","","","Womens","Europe"
"87004","AMsports Roller Derby DIJON","Les Flèches Revêches","AMSRD","Travel Team","Dijon, France","http://www.amsports.fr/","","2013-06-01","","Womens","Europe"
"7732","Amsterdam Roller Derby","Amsterdam","ARD","Travel Team","Amsterdam, Netherlands","http://www.amsterdamrollerderby.nl/","","","","Womens","Europe"
"44591","Anarchic Die Hard Derby","","","Home Team","","http://www.bristolrollerderby.com/teams/adhd/","7739","","2015-03-01","Womens","Europe"
"10360","Anchor Assassins","","","Home Team","","","5917","","2014-07-13","Womens","USA"
"9813","Anchor City Rollers","Halifax","ACR","Travel Team","Halifax, NS, Canada","http://www.anchorcityrollers.ca/","","2010-08-01","","Womens","Canada"
"39013","Anchorage Junior Roller Derby","Anchorage Junior","AJRD","Travel Team","Anchorage, AK","https://www.facebook.com/AnchorageJuniorRollerDerby/info","","2012-01-01","","Junior","USA"
"113975","Andalucia Roller Derby","Andalucia","ARD","Travel Team","Andalucia, Spain","https://www.facebook.com/Andaluciarollerderby","","","","Womens","Europe"
"7982","Andromedolls","","","Home Team","","http://www.emeraldcityrollergirls.net/teams/team/Andromedolls/","3465","","2016-02-01","Womens","USA"
"99689","Androscoggin Fallen Angels","Inferno","AFA","Travel Team","Lewiston, ME","http://afarollerderby.com/","","","","Womens","USA"
"3420","Angel City Derby","Angel City","ACD","Travel Team","Los Angeles, CA","http://angelcityderby.com/","","","","Womens","USA"
"71095","Angel City Junior Derby","Angel City Juniors","ACJD","Travel Team","Los Angeles, CA, USA","http://angelcityderby.com/juniors/","","","","Junior","USA"
"20997","Angel City/LADD Rejects","","","Exhibition Team","","","","","","Womens","USA"
"8845","Angels of Death","","","Home Team","","","3453","","2014-12-31","Womens","USA"
"83268","Anglian Slaughter","","","Exhibition Team","","","","","","Mens","Europe"
"9917","Angry Beavers","","","Home Team","","","9851","","2012-01-01","Womens","Canada"
"32335","Angry Belvoirs","","","Home Team","","","7774","","2014-08-11","Womens","Europe"
"20678","Angry Nerds","","","Home Team","","http://www.helsinkirollerderby.com/teams-refs/angry-nerds/","8114","","2014-05-04","Womens","Europe"
"70666","Anguanas Roller Derby Vicenza","Anguanas","ARDV","Travel Team","Vicenza, Italy","http://www.facebook.com/rollerderbyvicenza","","2013-10-06","","Womens","Europe"
"95958","Ánimas","","","B Team","","https://www.facebook.com/pg/AnimasRoller/","56165","","","Womens","South America"
"25833","Animas Roller Girls","Animas","ARG","Travel Team","Farmington, NM","https://www.facebook.com/pages/Animas-Roller-Girls/207469442630219?sk=info","","2011-06-01","2015-08-01","Womens","USA"
"56067","Aniquiladoras Roller Derby","Aniquiladoras","ARD","Travel Team","Mexico City, Distrito Federal, Mexico","https://www.facebook.com/AniquiladorasRollerDerby/","","","","Womens","South America"
"67650","Anjou Derby Girls","Anjou","ADG","Travel Team","Angers, France","https://www.facebook.com/AnjouDerbyGirls","","2014-04-28","","Womens","Europe"
"13529","Ann Arbor Roller Derby","Ann Arbor","AARD","Travel Team","Ann Arbor, MI","http://www.a2derbydimes.org","","2011-05-01","","Womens","USA"
"49464","Ann Richards Roller Girls","Ann Richards","ARRG","Travel Team","Austin, TX","https://www.facebook.com/pages/ARRG-Ann-Richards-Roller-Girls","","2010-03-05","2014-04-30","Junior","USA"
"37806","Antagonist Roller Derby","Antagonist","ARD","Travel Team","Seattle, WA","","","2013-06-27","2015-11-11","Womens","USA"
"14967","Antihero Derby Alliance","Antihero Derby","ADA","Travel Team","Manassas, VA","http://www.antiheroderby.com/","","2008-01-01","2013-01-01","Womens","USA"
"11037","Antwerp Roller Derby","Antwerp","ARD","Travel Team","Antwerp, Belgium","http://antwerprollerderby.be/","","","","Womens","Europe"
"77569","Apex Predators Roller Derby","Apex Predators","APRD","Travel Team","Rochester, UK","http://www.apexpredatorsrd.co.uk","","2013-05-01","","Womens","Europe"
"88722","Apex Predators Roller Derby (mixed)","Apex Warriors","AP(M)","Travel Team","Rochester, UK","","","","","Coed","Europe"
"30420","Apocalipstiks","","","Home Team","","","21378","","2016-12-31","Womens","Australia"
"9536","Apocalypstix","","","Home Team","","http://www.atlantarollergirls.com/site_admin/arg-teams/apocalypstix","3418","2005-01-01","","Womens","USA"
"76600","Appalachian Iron Maidens","Appalachian Iron Maidens","AIM","Travel Team","Ironton, OH","https://www.facebook.com/AppalachianIronMaidens/info/?tab=page_info","","2015-10-01","","Womens","USA"
"7876","Appalachian Roller Derby","Appalachian","ARD","Travel Team","Banner Elk, NC","http://appalachianrollerderby.com/","","","","Womens","USA"
"51261","Apple City Plan B","","","B Team","","","18707","","2016-02-01","Womens","USA"
"18707","Apple City Roller Derby","Apple City","ACRD","Travel Team","Wenatchee, WA","http://www.applecityrollerderby.com/","","2010-01-01","","Womens","USA"
"32962","Arbor Bruising Co.","","","B Team","","","13529","","","Womens","USA"
"111417","Arcadia Assemble","","","B Team","","","28394","","","Womens","Europe"
"28394","Arcadia Roller Derby","Arcadia","ARD","Travel Team","Manchester, UK","http://www.arcadiarollerderby.co.uk/","","","","Womens","Europe"
"6634","Arch Nemesis","","","B Team","","","3433","","","Womens","USA"
"3433","Arch Rival Roller Derby","Arch Rival","ARCH","Travel Team","St. Louis, MO","http://archrivalrollerderby.com/","","","","Womens","USA"
"18088","Arctic Roller Derby","Arctic","ARD","Travel Team","Tromso, Norway","http://www.arcticrollerderby.com/","","2011-01-01","","Womens","Europe"
"71575","Arizona Derby Dames","Arizona Derby Dames","AZDD","Travel Team","Phoenix, AZ","http://www.arizonaderbydames.com/","","","","Womens","USA"
"14705","Arizona Men's Derby","Rattleskates","AZMD","Travel Team","Phoenix, AZ","https://www.facebook.com/AZMensDerby/","","","2017-02-05","Mens","USA"
"83299","Arizona Rising","","","B Team","","","3399","2016-07-01","","Womens","USA"
"3399","Arizona Roller Derby","Arizona","AZRD","Travel Team","Phoenix, AZ","https://arizonarollerderby.com/","","","","Womens","USA"
"10358","Arizona Roller Derby B Team","","","B Team","","","3399","","2015-06-09","Womens","USA"
"9066","Arizona Rollergirls","Arizona Rollergirls","AZRG","Travel Team","Mesa, AZ","http://www.arizonarollergirls.com/","","2010-01-01","2013-12-08","Womens","USA"
"6737","Ark Valley High Rollers","Ark Valley","AVHR","Travel Team","Salida, CO","http://arkvalleyhighrollers.com/","","","","Womens","USA"
"27189","Arkham Assailants","","","Home Team","","","27179","","2016-12-31","Womens","USA"
"106970","Arlington Derby Avengers","Arlington","ADA","Travel Team","Dallas/ Ft. Worth, TX","https://www.facebook.com/pg/ArlingtonDerbyAvengers","","2015-01-01","","Womens","USA"
"41326","Armidale Roller Derby","Armidale","ARD","Travel Team","Armidale, NSW, Australia","","","","","Womens","Australia"
"19169","Arnhem Fallen Angels","Arnhem","AFA","Travel Team","Arnhem, Netherlands","http://www.arnhemfallenangels.nl/","","","","Womens","Europe"
"56512","Aroostook Roller Derby","Aroostook","ARD","Travel Team","Aroostook, ME","http://aroostookrollerderby.com/","","2013-11-09","","Womens","USA"
"56167","Arpías","","","B Team","","https://www.facebook.com/Arpiasrollerderbypuebla/","94418","","","Womens","South America"
"87444","Arpías Roller Derby","","","Home Team","","https://www.facebook.com/arpiasrd/","25183","2015-09-01","2017-12-31","Womens","South America"
"89817","Artful Dodgers Junior Roller Derby","Artful Dodgers","ADJRD","Travel Team","Kent, England","https://www.facebook.com/artfuldodgersrd/","","2017-01-03","","Junior","Europe"
"11290","Ashley Riverdolls","","","Home Team","","http://www.lowcountryhighrollers.com/lowcountry-highroller-teams/ashley-riverdolls/","6738","","2016-12-31","Womens","USA"
"3424","Assassination City Roller Derby","Assassination","ACD","Travel Team","Dallas, TX","http://www.acderby.com/","","","","Womens","USA"
"15952","Assault","","","B Team","","","3412","","2016-12-31","Womens","USA"
"23681","Assault Rivals","","","Home Team","","","3445","","2009-12-31","Womens","USA"
"101481","Association Rouen Roller Derby","Drakk'Arrd","ARRD","Travel Team","Rouen, France","https://www.facebook.com/ARRD76/","","","","Womens","Europe"
"25458","Astro Naughties","","","Home Team","","","24503","","2014-08-17","Womens","Australia"
"50885","Astronaughties","","","Home Team","","","7608","","2016-02-01","Womens","USA"
"49275","ASU Roller Derby Club","Arizona State","ASUD","Travel Team","Tempe, AZ","https://www.facebook.com/asurollerderby/info","","2013-09-26","2015-05-01","Coed","USA"
"24178","Asylum City Lunatics","","","Home Team","","","3642","","2009-01-01","Womens","USA"
"54585","Athenas","","","Exhibition Team","","","3446","","","Womens","USA"
"19128","Athens Ohio Roller Derby","Hell Betties","AORD","Travel Team","Athens, OH","http://www.aord.org/","","","","Womens","USA"
"39958","Atlanta Derby Brats","Atlanta Derby Brats","ADB","Travel Team","Atlanta, GA","http://www.atlantaderbybrats.com/","","2009-01-18","2015-11-12","Junior","USA"
"39203","Atlanta Men's Roller Derby","Atlanta Men's","AMRD","Travel Team","Atlanta, GA","http://www.atlantamensrollerderby.com/","","2012-08-19","","Mens","USA"
"3418","Atlanta Roller Derby","Atlanta","ATLRD","Travel Team","Atlanta, GA","http://www.atlantarollerderby.com/","","2006-01-01","","Womens","USA"
"61156","Atlantic Breakers B","","","B Team","","","7770","2015-03-01","","Womens","Europe"
"30904","Atlantic Coast Roller Girls","Atlantic Coast","ACRG","Travel Team","Sewell, NJ","http://www.atlanticcoastrollergirls.com/","","2012-08-28","2015-05-10","Womens","USA"
"111634","Atlántico Sur Roller Derby","Atlántico","ASRD","Travel Team","Miramar, Argentina","","","","","Womens","South America"
"105619","Atlantis Roller Crew","Atlantis","ARC","Travel Team","Mendoza, Argentina","https://www.facebook.com/AtlantisRollerCrew/","","","","Womens","South America"
"23415","Atom Bombs","","","Home Team","","http://www.geelongrollerderby.com/teamprofile/3","23413","","2015-12-31","Womens","Australia"
"86991","Atomic Bombs Roller Derby","Atomic Bombs","ABRD","Travel Team","Lanús, Buenos Aires, Argentina","https://www.facebook.com/AtomicBombsRD/","","2014-03-23","","Womens","South America"
"9020","Atomic Bombshells","","","Home Team","","","3428","","","Womens","USA"
"109590","Atomic City Roller Derby (OTA)","Church of Atom","CoA","Travel Team","Kennewick, WA, USA","https://www.facebook.com/ChurchofAtomRollerDerby/","","","","Coed","USA"
"18372","Atomic City Rollergirls","Atomic City","ACR","Travel Team","Kennewick, WA","https://www.facebook.com/Atomic-City-Roller-Girls-158766772228/","","2007-01-01","","Womens","USA"
"40040","Atomic Cupcakes","Atomic Cupcakes","ACJR","Travel Team","Brighton & Flint, MI","http://www.theatomiccupcakes.com/","","2010-01-01","2015-03-01","Junior","USA"
"44106","Atomic Cupcakes/Skeetown Skirtz Mixed Team","","","Exhibition Team","","","","","2015-03-01","Junior","USA"
"27936","Atomic Playboys","Atomic Playboys","AP","Travel Team","Springfield, MO","","","","2014-06-22","Mens","USA"
"104630","Atomic Rollergirls","Atomic","ARG","Travel Team","Las Vegas, NV","https://www.facebook.com/atomicrollergirls/","","","","Womens","USA"
"71695","Atomic Sirens","","","Home Team","","","16745","","","Womens","Australia"
"91803","Atómicas Roller Derby","Atómicas","ARD","Travel Team","Toluca, Mexico","https://www.facebook.com/AtomicasRDEM/","","2014-07-01","","Womens","South America"
"56348","Atomium Kittens","","","B Team","","","20095","2014-09-01","","Womens","Europe"
"7383","Attack!","","","B Team","","","3412","","","Womens","USA"
"11237","Attackonites","","","B Team","","","11236","","","Womens","USA"
"25834","Auburn Gold Diggers Roller Derby","Gold Diggers","AGDRD","Travel Team","Auburn, CA","https://www.facebook.com/AuburnGoldDiggersRollerDerby/info","","2012-02-11","","Womens","USA"
"19661","Auckland Men's Roller Derby","North Island Men's","AMRD","Travel Team","Auckland, New Zealand","https://www.facebook.com/akmensrollerderby/info","","2012-08-31","","Mens","New Zealand"
"15859","Auckland Roller Derby League","Auckland","ARDL","Travel Team","Grey Lynn, Auckland, New Zealand","http://aucklandrollerderby.com/","","2011-07-20","","Womens","New Zealand"
"7384","Audio Assault","","","B Team","","","3636","","","Womens","USA"
"95265","Aukan Roller Derby","Aukan","ARD","Travel Team","Viña del Mar, Chile","http://www.instagram.com/aukanrollerderby","","","","Womens","South America"
"5912","Auld Reekie Roller Derby","Auld Reekie","ARRD","Travel Team","Edinburgh, UK","http://auldreekierollerderby.com/","","2008-04-01","","Womens","Europe"
"15073","Aurora 88s Roller Derby","Aurora 88s","A88RD","Travel Team","Aurora, IL","http://aurora88s.com/","","2011-01-01","","Womens","USA"
"65025","Aurora Boriellas Roller Derby","Aurora Boriellas","ABRD","Travel Team","High Level, AB, Canada","http://www.auroraboriellasrollerderby.ca/","","2013-02-01","","Womens","Canada"
"38920","Austin Anarchy Men's Roller Derby","Austin Anarchy","AAMRD","Travel Team","Austin, TX","http://www.austinanarchy.com/","","2013-01-01","","Mens","USA"
"44579","Autoblocks","","","Home Team","","http://crashtestbrummies.co.uk/","17631","","2015-01-01","Mens","Europe"
"58811","Auver'Niaks Roller Derby","Auver'Niaks","ANRD","Travel Team","Clermont-Ferrand, France","http://www.auverniaks.fr/","","","","Womens","Europe"
"54326","Avalanche City Roller Derby Jr.","Avalanche Jr.","ACJR","Travel Team","Fernie, BC, Canada","","","","2015-07-01","Junior","Canada"
"38358","Avalanche City Roller Girls","","","Home Team","","","12627","","2014-01-01","Womens","Canada"
"56893","Avalanche City Roller Girls Home Team","","","Home Team","","","30921","2014-09-01","2018-01-01","Womens","Canada"
"112140","Avas Roller Derby","Avas","ARD","Travel Team","Rio de Janeiro, Brazil","https://www.facebook.com/avasrollerderby/","","","","Womens","South America"
"23493","Ave Maria","","","Home Team","","","3432","","2009-12-31","Womens","USA"
"23433","AvengeHers","","","Home Team","","","23432","","2013-11-11","Womens","Australia"
"102167","Aviators","","","Home Team","","","3467","2017-12-06","","Womens","USA"
"8069","Axles of Annihilation","","","B Team","","http://www.rosecityrollers.com/teams/axles-of-annihilation/","3409","","","Womens","USA"
"25060","Axles of Evil","","","Home Team","","","24503","","2012-01-01","Womens","Australia"
"39316","Ayrshire Roller Derby","Ayrshire","ARD","Travel Team","Irvine, UK","https://www.facebook.com/AyrshireRollerDerbyOfficial/","","","2019-09-01","Womens","Europe"
"83356","B Devils","","","B Team","","","32465","2016-07-01","","Womens","USA"
"108377","B for Vendetta","","","B Team","","","8964","","","Womens","Europe"
"102011","B Furious","","","B Team","","","87893","","","Womens","Europe"
"13952","B Railers","","","B Team","","","7870","","","Womens","USA"
"8725","B Squad","","","B Team","","","8118","","","Womens","USA"
"104194","B Team","","","B Team","","","33110","","","Womens","USA"
"107014","B Team","","","B Team","","","14677","","","Womens","USA"
"109076","B Team","","","B Team","","","12271","","","Mens","USA"
"108072","B Team","","","B Team","","","61086","","","Womens","USA"
"111418","B Team","","","B Team","","","25963","","","Womens","Europe"
"108102","B Team","","","B Team","","","13834","","","Womens","USA"
"101192","B Team","","","B Team","","","98579","","","Womens","Europe"
"7764","B Team","","","B Team","","","7763","","","Womens","Europe"
"61346","B Team","","","B Team","","","8105","2015-01-01","2018-12-31","Womens","USA"
"105425","B Team","","","B Team","","","23027","","","Womens","USA"
"101362","B Team","","","B Team","","","20654","","","Womens","Europe"
"37904","B'Zerkers","","","B Team","","http://massmensrollerderby.com/","10400","2013-09-07","","Mens","USA"
"9861","B-52 Bellas","","","Home Team","","","9270","","","Womens","Canada"
"13965","B-52s","","","B Team","","","3467","","2013-01-01","Womens","USA"
"98585","B-Bones","","","B Team","","","26182","","","Womens","Europe"
"7990","B-Dazzlers","","","B Team","","","4744","","","Womens","USA"
"113028","B-Harpies","","","B Team","","","19176","","","Womens","Europe"
"11183","B-Keepers","","","B Team","","","10395","","","Mens","USA"
"52413","B-Line Activate","","","Exhibition Team","","","9807","","","Womens","Canada"
"28465","B-lo Zero","","","B Team","","","3641","2013-03-09","2015-08-01","Womens","USA"
"14740","B-Sides","","","B Team","","http://www.rocderby.com/bsides.htm#panel-4","5919","","","Womens","USA"
"97495","B-Sides","","","B Team","","","8939","","","Womens","Europe"
"97841","B-Team","","","B Team","","","56512","","","Womens","USA"
"52314","B-Team","","","B Team","","","20991","","2015-07-01","Womens","Pacific"
